id,lat,lon,name,owner,pgm,type,met,currents,waterquality,dart,elev,seq
52404,20.627,132.145,"NORTH PHILIPPINE SEA - 750 NM NE of Manila, Philippines",NDBC,Tsunami,dart,n,n,n,y,,
52405,17.9947,132.5720,"SOUTH PHILIPPINE SEA -725 NM West of Agana, Guam",NDBC,Tsunami,dart,n,n,n,n,,
52406,-5.373,164.99,NORTHEAST SOLOMON - 370NM NE of Guadalcanal,NDBC,Tsunami,dart,n,n,n,y,,
53005,-8,81,,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy,n,n,n,n,0,
53006,-12,81,,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy,y,n,n,n,0,
53009,-12,93,,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy,n,n,n,n,0,
53040,-8,95,,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy,y,n,n,n,0,
53056,-5,95,,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy,y,n,n,n,0,
53057,-2,90,,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy,n,n,n,n,0,
55012,-15.664,158.453,Coral Sea 1     -     1285km ENE of Townsville,Australian Bureau of Meteorology,Tsunami,dart,n,n,n,y,,
55015,-46.956,160.343,TASMAN SEA 1     -     1110km ESE of Hobart,Australian Bureau of Meteorology,Tsunami,dart,n,n,n,y,,
55023,-14.715,153.537,Coral Sea 2     -     870km NE of Townsville,Australian Bureau of Meteorology,Tsunami,dart,n,n,n,y,,
55042,-44.79,161.7,Tasman Sea 2     -     1175km ESE of Hobart,Australian Bureau of Meteorology,Tsunami,dart,n,n,n,y,,
56001,-14.046,110.028,Indian Ocean 1     -      1025km NW of Dampier,Australian Bureau of Meteorology,Tsunami,dart,n,n,n,y,,
56003,-15.019,118.073,Indian Ocean 2     -     630km NNE of Dampier,Australian Bureau of Meteorology,Tsunami,dart,n,n,n,y,,
56053,-16,81,,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy,n,n,n,n,0,
56055,-25,100,,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy,n,n,n,n,0,
58900,30,-90,SG204,University of Washington - APL,IOOS Partners,other,n,n,n,n,,
58904,30,-90,SG170,University of Washington - APL,IOOS Partners,other,n,n,n,n,,
58906,30,-90,SB124,University of Washington - APL,IOOS Partners,other,n,n,n,n,,
58907,30,-90,SG178,University of Washington - APL,IOOS Partners,other,n,n,n,n,,
58908,30,-90,SG179,University of Washington - APL,IOOS Partners,other,n,n,n,n,,
58909,30,-90,SG203,University of Washington - APL,IOOS Partners,other,n,n,n,n,,
61001,43.4,7.8,Nice Buoy,Meteo France,International Partners,buoy,n,n,n,n,,
61002,42.102,4.703,Lion Buoy,Meteo France,International Partners,buoy,n,n,n,n,,
62001,45.23,-5,Gascogne Buoy,UK Met Office,International Partners,buoy,y,n,n,n,0,
62027,49.082,-2.218,"Jersey Buoy, English Channel - 5 nm south of Jersey, UK","Meteorological Dept, States of Jersey",International Partners,buoy,n,n,n,n,,
62029,48.72,-12.43,K1 Buoy,UK Met Office,International Partners,buoy,n,n,n,n,0,
62030,50.25,-4.217,L4 Buoy,UK Met Office,International Partners,buoy,n,n,n,n,,
62050,50,-4.4,E1,UK Met Office,International Partners,buoy,n,n,n,n,,
62081,51,-13.55,K2 Buoy,UK Met Office,International Partners,buoy,n,n,n,n,0,
62090,53.127,-11.2,M1 - 50 NM West of Aran Islands,Met Eireann,International Partners,buoy,n,n,n,n,0,
62095,53.04,-15.53,M6 - West Coast,Met Eireann,International Partners,buoy,n,n,n,n,0,
62103,49.9,-2.9,Channel Lightship,UK Met Office,International Partners,fixed,y,n,n,n,0,
62105,55.41,-11.81,K4 Buoy,UK Met Office,International Partners,buoy,n,n,n,n,0,
62107,50.102,-6.1,Sevenstones Lightship,UK Met Office,International Partners,fixed,y,n,n,n,0,
62114,58.3,0,"Tartan ""A"" AWS",Private Industry Oil Platform,International Partners,oilrig,y,n,n,n,,
62121,53.5,2.7,Carrack AWS,Private Industry Oil Platform,International Partners,oilrig,y,n,n,n,,
62124,53.6,-3.6,Conwy,Private Industry Oil Platform,International Partners,oilrig,y,n,n,n,,
62125,53.8,-3.5,,Private Industry Oil Platform,International Partners,oilrig,n,n,n,n,,
62126,53.9,-3.6,,Private Industry Oil Platform,International Partners,oilrig,n,n,n,n,,
62127,54,0.7,Cleeton AWS,Private Industry Oil Platform,International Partners,oilrig,y,n,n,n,,
62130,58.7,1.3,Brae A,Private Industry Oil Platform,International Partners,oilrig,y,n,n,n,,
62135,54.2,1.6,Trent,Private Industry Oil Platform,International Partners,oilrig,y,n,n,n,,
62142,53,2.101,North Sea,Private Industry Oil Platform,International Partners,oilrig,n,n,n,n,,
62144,53.4,1.7,Clipper AWS,Private Industry Oil Platform,International Partners,oilrig,y,n,n,n,,
62145,53.102,2.8,North Sea,Private Industry Oil Platform,International Partners,oilrig,y,n,n,n,,
62146,57.2,2.1,Lomond AWS,Private Industry Oil Platform,International Partners,oilrig,y,n,n,n,,
62147,55.7,4.7,Galaxy 111,Private Industry Oil Platform,International Partners,oilrig,n,n,n,n,,
62148,53.6,1.5,Barque AWS,Private Industry Oil Platform,International Partners,oilrig,n,n,n,n,,
62149,53.7,1.1,"West Sole ""A"" AWS",Private Industry Oil Platform,International Partners,oilrig,y,n,n,n,,
62150,53.6,0.7,Amethyst AWS,Private Industry Oil Platform,International Partners,oilrig,y,n,n,n,,
62163,47.55,-8.47,Brittany Buoy,UK Met Office,International Partners,buoy,y,n,n,n,0,
62164,57.2,0.8,Anasuria AWS,Private Industry Oil Platform,International Partners,oilrig,y,n,n,n,,
62165,54,1.1,Ravenspurn North AWS,Private Industry Oil Platform,International Partners,oilrig,y,n,n,n,,
62166,53,2.5,Thames,Private Industry Oil Platform,International Partners,oilrig,n,n,n,n,,
62170,51.24,2,F3 Light Vessel,UK Met Office,International Partners,fixed,n,n,n,n,,
62298,49.4,-8.6,Celtic Sea Buoy,UK Met Office,International Partners,buoy,n,n,n,n,,
62301,52.22,-4.42,Aberporth Buoy,UK Met Office,International Partners,buoy,n,n,n,n,0,
62303,51.602,-5.1,Pembroke Buoy,UK Met Office,International Partners,buoy,n,n,n,n,0,
62304,51.102,1.8,Sandettie Lightship,UK Met Office,International Partners,fixed,y,n,n,n,0,
62305,50.4,0,Greenwich Lightship,UK Met Office,International Partners,fixed,n,n,n,n,0,
62442,49,-16.5,Pap,UK Met Office,International Partners,buoy,y,n,n,n,,
63105,61,1.692,"Brent ""B"" AWS",Private Industry Oil Platform,International Partners,oilrig,n,n,n,n,,
63110,59.5,1.5,Beryl A AWS,Private Industry Oil Platform,International Partners,oilrig,y,n,n,n,,
63112,61.1,1,Cormorant AWS,Private Industry Oil Platform,International Partners,oilrig,y,n,n,n,,
63113,61,1.708,"Brent ""A"" AWS",Private Industry Oil Platform,International Partners,oilrig,n,n,n,n,,
63115,61.6,1.3,Magnus AWS,Private Industry Oil Platform,International Partners,oilrig,y,n,n,n,,
63117,61.4,1.1,Eider AWS,Private Industry Oil Platform,International Partners,oilrig,y,n,n,n,,
64045,59.15,-11.79,K5 Buoy,UK Met Office,International Partners,buoy,y,n,n,n,0,
64046,60.483,-4.167,K7 Buoy,UK Met Office,International Partners,buoy,y,n,n,n,0,
68900,30,-90,SG217,University of Washington - APL,IOOS Partners,other,n,n,n,n,,
aamc1,37.772,-122.3,"9414750 - Alameda, CA",NOS,NOS/CO-OPS,fixed,y,n,n,n,3.5,
acfs1,32.664,-80.413,"Grove Plantation, ACE Basin Reserve, SC",National Estuarine Research Reserve System,NERRS,fixed,n,n,n,n,,
acqs1,32.523,-80.357,"St. Pierre, ACE Basin Reserve, SC",National Estuarine Research Reserve System,NERRS,fixed,n,n,y,n,,
acxs1,32.559,-80.454,"Bennett's Point, ACE Basin Reserve, SC",National Estuarine Research Reserve System,NERRS,fixed,y,n,n,n,0,
acyn4,39.357,-74.418,"8534720 - Atlantic City, NJ",NOS,NOS/CO-OPS,fixed,y,n,n,n,8.3,
adka2,51.861,-176.637,"9461380 - Adak Island, AK",NOS,NOS/CO-OPS,fixed,y,n,n,n,5.2,
agcm4,42.621,-82.527,"9014070 - Algonac, MI",NOS,NOS/CO-OPS,fixed,y,n,n,n,177,
agmw3,44.608,-87.433,"Algoma City Marina, WI",NWS Central Region,IOOS Partners,fixed,n,n,n,n,179,
agxc1,33.716,-118.246,"9410647 - Angels Gate, CA",NOS,NOS/CO-OPS,fixed,y,n,n,n,,
ajxa2,58.287,-134.398,"Juneau AJ Dock, AK",Marine Exchange of Alaska,IOOS Partners,fixed,y,n,n,n,4.6,
alia2,56.898,-154.247,"9457804 - Alitak, AK",NOS,NOS/CO-OPS,fixed,y,n,n,n,4.6,
alxn6,44.331,-75.934,"8311062 - Alexandria Bay, NY",NOS,NOS/CO-OPS,fixed,y,n,n,n,74.9,
amaa2,58.915,-151.952,"East Amatuli Island Light, AK",NDBC,NDBC Meteorological/Ocean,fixed,y,n,n,n,33.2,
amrl1,29.45,-91.338,"8764227 - LAWMA, Amerada Pass, LA",NOS,NOS/CO-OPS,fixed,y,n,n,n,0,
anmn6,42.018,-73.917,"Field Station, Hudson River Reserve, NY",National Estuarine Research Reserve System,NERRS,fixed,y,n,n,n,9,
anpt2,27.837,-97.039,"8775241 - Aransas, Aransas Pass, TX",TCOON,IOOS Partners,fixed,y,n,n,n,10.261,
anrn6,42.027,-73.926,"Tivoli South Bay, Hudson River Reserve, NY",National Estuarine Research Reserve System,NERRS,fixed,n,n,y,n,,
anta2,61.238,-149.89,"9455920 - Anchorage, AK",NOS,NOS/CO-OPS,fixed,y,n,n,n,7.4,
anvc1,38.915,-123.711,"9416841 - Arena Cove, CA",NOS,NOS/CO-OPS,fixed,y,n,n,n,7.7,
apam2,38.983,-76.479,"8575512 - Annapolis, MD",NOS,NOS/CO-OPS,fixed,y,n,n,n,1.4,
apcf1,29.724,-84.98,"8728690 - Apalachicola, FL",NOS,NOS/CO-OPS,fixed,y,n,n,n,1.9,
apnm4,45.06,-83.424,"Alpena Harbor Light, Alpena, MI",GLERL,IOOS Partners,fixed,y,n,n,n,177.5,
apqf1,29.786,-84.875,"East Bay Bottom, Apalachicola Reserve, FL",National Estuarine Research Reserve System,NERRS,fixed,n,n,n,n,,
aprp7,13.444,144.657,"1630000 - Apra Harbor, Guam",NOS,NOS/CO-OPS,fixed,y,n,n,n,3.3,
apxa2,59.77,-151.868,"Anchor Point, Kachemak Bay Reserve, AK",National Estuarine Research Reserve System,NERRS,fixed,y,n,n,n,5,
apxf1,29.769,-84.881,"East Bay, Apalachicola Reserve, FL",National Estuarine Research Reserve System,NERRS,fixed,y,n,n,n,0.6,
arop4,18.48,-66.702,"9757809 - Arecibo, PR",Puerto Rico Seismic Network,IOOS Partners,fixed,n,n,n,n,,
arpf1,28.433,-82.667,"APK - Aripeka, FL",COMPS (University of South Florida),IOOS Partners,fixed,n,n,n,n,0,
asto3,46.207,-123.768,"9439040 - Astoria, OR",NOS,NOS/CO-OPS,fixed,y,n,n,n,3.6,
atgm1,44.392,-68.204,"8413320 - Bar Harbor, ME",NOS,NOS/CO-OPS,fixed,y,n,n,n,3.4,
atka2,52.232,-174.173,"9461710 - Atka, AK",NOS,NOS/CO-OPS,fixed,y,n,n,n,4.4,
auga2,59.378,-153.348,"Augustine Island, AK",NDBC,NDBC Meteorological/Ocean,fixed,y,n,n,n,9.1,
awrt2,28.227,-96.796,"8774230 - Aransas Wildlife Refuge, TX",TCOON,IOOS Partners,fixed,y,n,n,n,,
babt2,27.297,-97.405,"8776604 - Baffin Bay, TX",TCOON,IOOS Partners,fixed,y,n,n,n,0,
bara9,17.591,-61.821,"9761115 - Barbuda, AG",NOS,NOS/CO-OPS,fixed,y,n,n,n,1.3,
barn6,42.345,-79.595,"Barcelona Harbor, NY",NWS Eastern Region,IOOS Partners,fixed,n,n,n,n,174,
batn6,40.701,-74.014,"8518750 - The Battery, NY",NOS,NOS/CO-OPS,fixed,y,n,n,n,2,
baxc1,33.766,-118.24,9410691 - Los Angeles Badger Avenue Bridge,NOS,NOS/CO-OPS,fixed,y,n,n,n,,
bdrn4,40.082,-74.87,"8539094 - Burlington, Delaware River, NJ",NOS,NOS/CO-OPS,fixed,y,n,n,n,2.2,
bdsp1,39.98,-75.079,"8546252 - Bridesburg, PA",NOS,NOS/CO-OPS,fixed,y,n,n,n,,
bdvf1,25.478,-80.989,"Broad River, FL",Everglades National Park,IOOS Partners,fixed,y,n,y,n,0,
bdxc1,38.317,-123.071,"Bodega, CA","University of California Davis, Bodega Marine Laboratory",IOOS Partners,fixed,n,n,y,n,,
bepb6,32.374,-64.701,"2695540 - Bermuda, St. Georges Island, BM",NOS,NOS/CO-OPS,fixed,n,n,n,n,3.4,
bftn7,34.717,-76.671,"8656483 - Beaufort, NC",NOS,NOS/CO-OPS,fixed,y,n,n,n,1.9,
bgcf1,26.404,-81.881,"BCP - Big Carlos Pass, FL",COMPS (University of South Florida),IOOS Partners,fixed,y,n,n,n,0,
bgnn4,40.639,-74.146,"8519483 - Bergen Point West Reach, NY",NOS,NOS/CO-OPS,fixed,y,n,n,n,3,
bgxn3,43.059,-70.83,"Greenland, Great Bay Reserve, NH",National Estuarine Research Reserve System,NERRS,fixed,y,n,n,n,3,
bhbm3,42.355,-71.05,"8443970 - Boston, MA",NOS,NOS/CO-OPS,fixed,y,n,n,n,3.4,
bhri3,41.646,-87.147,"Burns Harbor, IN",NWS Central Region,IOOS Partners,fixed,y,n,n,n,180,
bigm4,46.827,-87.727,"Big Bay, MI",NWS Central Region,IOOS Partners,fixed,y,n,n,n,185,
bilw3,46.722,-92.064,"Barker's Island, Lake Superior Reserve, WI",National Estuarine Research Reserve System,NERRS,fixed,n,n,n,n,,
bism2,38.22,-76.039,"8571421 - Bishops Head, MD",NOS,NOS/CO-OPS,fixed,y,n,n,n,1.1,
bktl1,30.19,-93.301,"8767961 - Lake Charles Bulk Terminal, LA",NOS,NOS/CO-OPS,fixed,y,n,n,n,0,
bkyf1,25.119,-80.834,"Buoy Key, FL",Everglades National Park,IOOS Partners,fixed,y,n,y,n,,
blia2,60.839,-146.884,"Bligh Reef Light, AK",NDBC,NDBC Meteorological/Ocean,fixed,y,n,n,n,0,
blif1,30.393,-81.523,"8720233 - Blount Island Command, St Johns River, FL",NOS,NOS/CO-OPS,fixed,y,n,n,n,2,
blta2,58.455,-135.889,Bartlett Cove AK,NWS Alaska Region,IOOS Partners,fixed,y,n,n,n,5,
bltm2,39.267,-76.579,"8574680 - Baltimore, MD",NOS,NOS/CO-OPS,fixed,y,n,n,n,1.4,
bltm3,41.704,-71.174,"8447387 - Borden Flats Light at Fall River, MA",NOS,NOS/CO-OPS,fixed,y,n,n,n,2.1,
bnkf1,25.087,-80.519,"Butternut Key, FL",Everglades National Park,IOOS Partners,fixed,y,n,y,n,0,
bobf1,25.027,-80.681,"Bob Allen, FL",Everglades National Park,IOOS Partners,fixed,y,n,y,n,0,
brhc3,41.174,-73.181,"8467150 - Bridgeport, CT",NOS,NOS/CO-OPS,fixed,y,n,n,n,1.9,
brim2,38.781,-76.714,"Railroad, Chesapeake Bay Reserve, MD",National Estuarine Research Reserve System,NERRS,fixed,n,n,n,n,,
brnd1,38.987,-75.113,"8555889 - Brandywine Shoal Light, DE",NOS,NOS/CO-OPS,fixed,y,n,n,n,1.9,
bsbm4,44.055,-86.514,"Big Sable Point, MI",NWS Central Region,IOOS Partners,fixed,y,n,n,n,184,
bsca1,30.329,-87.829,"Bon Secour, AL",Dauphin Island Sea Lab,IOOS Partners,fixed,y,n,y,n,0,
bskf1,25.266,-81.162,"Big Sable Creek, FL",Everglades National Park,IOOS Partners,fixed,n,n,y,n,,
bslm2,38.781,-76.708,"Jug Bay, Chesapeake Bay Reserve, MD",National Estuarine Research Reserve System,NERRS,fixed,y,n,n,n,0.3,
bthd1,38.537,-75.046,"Bethany Beach, DE",U.S. Army Corps of Engineers,IOOS Partners,other,n,n,n,n,-11,
bufn6,42.878,-78.89,"9063020 - Buffalo, NY",NOS,NOS/CO-OPS,fixed,y,n,n,n,176.5,
burl1,28.905,-89.428,"Southwest Pass, LA",NDBC,NDBC Meteorological/Ocean,fixed,y,n,n,n,0,
buzm3,41.397,-71.033,"Buzzards Bay, MA",NDBC,NDBC Meteorological/Ocean,fixed,y,n,n,n,0,
bvqw1,48.496,-122.501,"Bayview Channel - Padilla Bay, WA",National Estuarine Research Reserve System,NERRS,fixed,n,n,y,n,,
bwsf1,25.178,-80.438,"Blackwater Sound, FL",Everglades National Park,IOOS Partners,fixed,y,n,y,n,0,
bygl1,29.789,-90.42,"8762482 - West Bank 1, Bayou Gauche, LA",NOS,NOS/CO-OPS,fixed,y,n,n,n,0,
bzbm3,41.524,-70.671,"8447930 - Woods Hole, MA",NOS,NOS/CO-OPS,fixed,y,n,n,n,2.5,
bzst2,26.067,-97.155,"8779749 - SPI Brazos Santiago, TX ",TCOON,IOOS Partners,fixed,y,n,n,n,10.26,
camm2,38.574,-76.069,"8571892 - Cambridge, MD",NOS,NOS/CO-OPS,fixed,y,n,n,n,2.3,
canf1,25.422,-80.942,"Cane Patch, FL",Everglades National Park,IOOS Partners,fixed,y,n,y,n,0,
capl1,29.768,-93.343,"8768094 - Calcasieu Pass, LA",NOS,NOS/CO-OPS,fixed,y,n,n,n,0,
carl1,29.933,-90.135,"8761955 - Carrollton, LA ",NOS,NOS/CO-OPS,fixed,y,n,n,n,0,
casm1,43.656,-70.246,"8418150 - Portland, ME",NOS,NOS/CO-OPS,fixed,y,n,n,n,3.5,
cblo1,41.981,-80.556,"Conneaut Breakwater Light, OH",NWS Eastern Region,IOOS Partners,fixed,n,n,n,n,177,
cbrw3,45.198,-87.36,"Chambers Island, WI",NWS Central Region,IOOS Partners,fixed,y,n,n,n,180,
cdea2,56.001,-134.136,"Cape Decision, AK",NWS Alaska Region,IOOS Partners,fixed,y,n,n,n,15,
cdrf1,29.136,-83.029,"Cedar Key, FL",NDBC,NDBC Meteorological/Ocean,fixed,y,n,n,n,1.8,
cdxa2,56.001,-134.136,"Cape Decision MXAK, AK",Marine Exchange of Alaska,IOOS Partners,fixed,n,n,n,n,15.2,
cecc1,41.746,-124.184,"9419750 - Crescent City, CA",NOS,NOS/CO-OPS,fixed,y,n,n,n,2.9,
cfwm1,44.657,-67.205," 8411060 - Cutler Farris Wharf, ME",NOS,NOS/CO-OPS,fixed,y,n,n,n,3.8,
cgcl1,28.791,-89.056,Cognac,Shell Oil,IOOS Partners,fixed,n,n,n,n,0,
chao3,43.351,-124.337,"9432780 - Charleston, OR",NOS,NOS/CO-OPS,fixed,y,n,n,n,,
chav3,18.335,-64.92,"9751639 - Charlotte Amalie, VI",NOS,NOS/CO-OPS,fixed,y,n,n,n,1.1,
chbv2,37.032,-76.083,"8638901 - Chesapeake Bay Bridge Tunnel, VA",NOS,NOS/CO-OPS,fixed,y,n,n,n,,
chcm2,39.527,-75.81,"8573927 - Chesapeake City, MD",NOS,NOS/CO-OPS,fixed,y,n,n,n,1.8,
chds1,33.661,-82.199,"Strom Thurmond Dam, SC",NWS Eastern Region,IOOS Partners,fixed,y,n,n,n,116.1,
chii2,41.916,-87.572,"Harrison-Dever Crib, Chicago, IL",GLERL,IOOS Partners,fixed,y,n,n,n,176,
chqo3,43.282,-124.32,"Winchester Arm - South Slough, OR",National Estuarine Research Reserve System,NERRS,fixed,n,n,y,n,,
chsv3,17.748,-64.699,"9751364 - Christiansted Harbor, St. Croix, VI",NOS,NOS/CO-OPS,fixed,y,n,n,n,1.3,
chtm3,41.688,-69.95,"8447435 - Chatham, MA",NOS,NOS/CO-OPS,fixed,y,n,n,n,3.8,
chts1,32.781,-79.924,"8665530 - Charleston, Cooper River Entrance, SC",NOS,NOS/CO-OPS,fixed,y,n,n,n,2.6,
chyv2,36.926,-76.007,"8638999 - Cape Henry, VA",NOS,NOS/CO-OPS,fixed,y,n,n,n,,
chyw1,48.863,-122.759,"9449424 - Cherry Point, WA",NOS,NOS/CO-OPS,fixed,n,n,n,n,7.6,
clbf1,27.736,-82.686,"Clam Bayou, FL",COMPS (University of South Florida),IOOS Partners,fixed,y,n,n,n,0,
clbp4,18.301,-65.302,"9752235 - Culebra, PR",NOS,NOS/CO-OPS,fixed,y,n,n,n,1,
clkn7,34.622,-76.525,"Cape Lookout, NC",NDBC,NDBC Meteorological/Ocean,fixed,y,n,n,n,4.6,
clsm4,42.471,-82.877,"St. Clair Shores, MI",NWS Central Region,IOOS Partners,fixed,y,n,n,n,175,
cman4,38.968,-74.96,"8536110 - Cape May, NJ",NOS,NOS/CO-OPS,fixed,y,n,n,n,3.2,
cmln3,43.07,-70.7,"Coastal Marine Lab, New Castle, NH",University of New Hampshire,IOOS Partners,fixed,y,n,y,n,,
cmpo1,41.547,-83.015,"Camp Perry, OH",NWS Eastern Region,IOOS Partners,fixed,y,n,n,n,175,
cmti2,41.73,-87.538,"9087044 - Calumet Harbor, IL",NOS,NOS/CO-OPS,fixed,y,n,n,n,178.5,
cnbf1,25.702,-81.186,"Cannon Bay, FL",Everglades National Park,IOOS Partners,fixed,y,n,y,n,0,
cndo1,41.542,-81.637,"9063063 - Cleveland, OH",NOS,NOS/CO-OPS,fixed,y,n,n,n,176.1,
cnii2,41.856,-87.609,"Northerly Isle, IL",NWS Central Region,IOOS Partners,fixed,y,n,n,n,180,
covm2,38.402,-76.385,"8577018 - Cove Point LNG Pier, MD",NOS,NOS/CO-OPS,fixed,y,n,n,n,0,
cpmw1,48.86,-122.756,"9449419 - Cherry Point South Dock Met, WA",NOS,NOS/CO-OPS,fixed,y,n,n,n,4.6,
cpnw1,48.863,-122.758,9449427 - Cherry Point North Dock Met,NOS,NOS/CO-OPS,fixed,y,n,n,n,4.6,
cptr1,41.717,-71.345,"8452944 - Conimicut Light, RI",NOS,NOS/CO-OPS,fixed,y,n,n,n,0,
cpvm2,38.995,-76.388,"8575437 - Chesapeake Bay Bridge Visibility, MD",NOS,NOS/CO-OPS,fixed,y,n,n,n,3.4,
cpxc1,35.17,-120.741,"Cal Poly Pier, CA",California Polytechnic State University,IOOS Partners,fixed,y,n,y,n,0,
cquc1,38.066,-122.23,"Carquinez, CA",Central and Northern California Ocean Observing System,IOOS Partners,fixed,n,n,y,n,,
crta1,30.308,-88.14,"Cedar Point, AL",Dauphin Island Sea Lab,IOOS Partners,fixed,n,n,n,n,0,
crva2,60.558,-145.752,"9454050 - Cordova, AK",NOS,NOS/CO-OPS,fixed,y,n,n,n,4.6,
cryv2,36.888,-76.338,"8638595 - South Craney Island, VA",NOS,NOS/CO-OPS,fixed,y,n,n,n,1,
cspa2,58.199,-136.64,"Cape Spencer, AK",NWS Alaska Region,IOOS Partners,fixed,y,n,n,n,25,
cvqv2,37.571,-76.884,"Sweethall Pier, Chesapeake Bay Reserve, VA",National Estuarine Research Reserve System,NERRS,fixed,n,n,y,n,,
cwaf1,25.297,-81.013,"Clear Water Pass, FL ",Everglades National Park,IOOS Partners,fixed,y,n,y,n,0,
cwbf1,27.978,-82.832,"8726724 - Clearwater Beach, FL",NOS,NOS/CO-OPS,fixed,y,n,n,n,1.3,
cwci,47.334,-85.833,Caribou Island,Environment and Climate Change Canada,International Partners,fixed,y,n,n,n,163,
cwqo3,43.338,-124.321,"Charleston Bridge, South Slough Reserve, OR",National Estuarine Research Reserve System,NERRS,fixed,n,n,n,n,,
cwqt2,28.132,-97.034,"Copano Bay East, Mission-Aransas Reserve, TX",National Estuarine Research Reserve System,NERRS,fixed,n,n,y,n,,
cygm4,45.658,-84.464,"Cheboygan Marina, MI",NWS Central Region,IOOS Partners,fixed,n,n,n,n,178,
dbln6,42.494,-79.354,"Dunkirk, NY",NDBC,NDBC Meteorological/Ocean,fixed,y,n,n,n,182.9,
dbqs1,33.36,-79.167,"Debidue Creek - North Inlet - Winyah Bay, SC",National Estuarine Research Reserve System,NERRS,fixed,n,n,y,n,,
deld1,39.582,-75.589,"8551762 - Delaware City, DE",NOS,NOS/CO-OPS,fixed,y,n,n,n,2.3,
desw1,47.675,-124.485,"Destruction Island, WA",NDBC,NDBC Meteorological/Ocean,fixed,y,n,n,n,21.3,
disw3,47.079,-90.728,"Devils Island, WI",NDBC,NDBC Meteorological/Ocean,fixed,y,n,n,n,191.7,
dkkf1,25.18,-80.49,"Duck Key, FL",Everglades National Park,IOOS Partners,fixed,y,n,y,n,0,
dmno3,46.226,-123.955,"Desdemona Sands Light, OR",Center for Coastal Margin Observation and Prediction,IOOS Partners,fixed,n,n,n,n,0,
dmsf1,30.387,-81.559,"8720219 - Dames Point, FL",NOS,NOS/CO-OPS,fixed,y,n,n,n,,
domv2,36.962,-76.424,"8638511 - Dominion Terminal Associates, VA",NOS,NOS/CO-OPS,fixed,n,n,n,n,,
dpha1,30.251,-88.078,"Dauphin Island Sea Lab, AL",Dauphin Island Sea Lab,IOOS Partners,fixed,n,n,n,n,0,
dpia1,30.25,-88.075,"Dauphin Island, AL",NDBC,NDBC Meteorological/Ocean,fixed,y,n,n,n,0,
dpxc1,38.056,-122.264,"9415141 - Davis Point, San Pablo Bay, CA",NOS,NOS/CO-OPS,fixed,y,n,n,n,0,
drfa2,60.553,-152.137,"Drift River Terminal, AK",NDBC,NDBC Meteorological/Ocean,fixed,n,n,n,n,15.9,
drsd1,39.089,-75.437,"Saint Jones River, Delaware Reserve, DE",National Estuarine Research Reserve System,NERRS,fixed,n,n,n,n,1.2,
dtlm4,45.993,-83.898,"9075099 - De Tour Village, MI",NOS,NOS/CO-OPS,fixed,y,n,n,n,178.5,
dukn7,36.184,-75.746," 8651370 - Duck Pier, NC ",NOS,NOS/CO-OPS,fixed,y,n,n,n,7.7,
dulm5,46.776,-92.092,"9099064 - Duluth, MN",NOS,NOS/CO-OPS,fixed,y,n,n,n,186,
eazc1,36.846,-121.754,"Azevedo Pond, Elkhorn Slough Reserve, CA",National Estuarine Research Reserve System,NERRS,fixed,n,n,n,n,,
ebef1,27.923,-82.421,"8726674 - East Bay, FL",NOS,NOS/CO-OPS,fixed,y,n,n,n,-0.5,
ebsw1,47.602,-122.338,"9447130 - Seattle, WA",NOS,NOS/CO-OPS,fixed,n,n,n,n,3.8,
ehsc1,36.835,-121.738,"North Marsh, Elkhorn Slough Reserve, CA",National Estuarine Research Reserve System,NERRS,fixed,n,n,y,n,,
einl1,29.373,-91.384,"8764314 - North of Eugene Island, LA",NOS,NOS/CO-OPS,fixed,y,n,n,n,6,
elfa2,58.193,-136.347,"9452634 - Elfin Cove, AK",NOS,NOS/CO-OPS,fixed,y,n,n,n,,
elqc1,36.818,-121.739,"South Marsh, Elkhorn Slough Reserve, CA",National Estuarine Research Reserve System,NERRS,fixed,n,n,y,n,,
elxc1,36.815,-121.738,"Caspian Weather Station, Elkhorn Slough Reserve, CA",National Estuarine Research Reserve System,NERRS,fixed,y,n,n,n,15.85,
emat2,28.71,-95.914,"8773146 - Matagorda City, TX",TCOON,IOOS Partners,fixed,y,n,n,n,0.9,
eptt2,29.481,-94.917,"8771013 - Eagle Point, TX",NOS,NOS/CO-OPS,fixed,y,n,n,n,2.3,
erep1,42.172,-80.098,9063038 - Erie,NOS,NOS/CO-OPS,fixed,y,n,n,n,177,
eroa2,58.971,-135.221,"Eldred Rock, AK",NWS Alaska Region,IOOS Partners,fixed,y,n,n,n,17,
erxa2,58.971,-135.221,"Eldred Rock MXAK, AK",Marine Exchange of Alaska,IOOS Partners,fixed,n,n,n,n,16.8,
